Jonathan Walters,STK,5.8,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 0 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 3 pts]",75.0,100.0,365,2.61095785643,8
Wilfried Bony,MCI,8.4,,Forward,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 16 pts, Game vs. MUN A: 2 pts, Game vs. NOR H: 2 pts]",100.0,100.0,224,2.61039197099,8
Jonjo Shelvey,SWA,5.4,,Midfielder,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 2 pts, Game vs. ARS H: 2 pts]",,,411,2.59598525145,8
James Tomkins,WHU,5.0,,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 1 pts, Game vs. CHE H: 2 pts, Game vs. WAT A: 1 pts]",,,470,2.58660351201,8
Diego Da Silva Costa,CHE,11.0,,Forward,STK-A NOR-H TOT-A,"[Game vs. AVL H: 12 pts, Game vs. WHU A: 1 pts, Game vs. LIV H: 2 pts]",75.0,100.0,98,2.54625544888,8
Jefferson Montero,SWA,5.6,,Midfielder,NOR-A BOU-H LIV-A,"[Game vs. STK H: 2 pts, Game vs. AVL A: 2 pts, Game vs. ARS H: 2 pts]",100.0,100.0,414,2.50507616054,8
Jan Vertonghen,TOT,5.5,,Defender,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 7 pts, Game vs. BOU A: 2 pts, Game vs. AVL H: 2 pts]",,,328,2.50336291933,8
Ashley Williams,SWA,5.0,,Defender,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 1 pts, Game vs. ARS H: 0 pts]",,,398,2.49984739828,7
Phil Jagielka,EVE,5.3,Knee injury - Expected back 26 Dec,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 1 pts, Game vs. ARS A: 0 pts, Game vs. SUN H: 0 pts]",0.0,0.0,131,2.48574055269,7
Cesc Fàbregas,CHE,8.5,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 3 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 1 pts]",,,87,2.47631373532,7
Asmir Begovic,CHE,5.0,,Goalkeeper,STK-A NOR-H TOT-A,"[Game vs. AVL H: 6 pts, Game vs. WHU A: 2 pts, Game vs. LIV H: 2 pts]",,,352,2.46278251185,7
Memphis Depay,MUN,8.0,Knock - 50% chance of playing,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 0 pts]",50.0,50.0,240,2.46139690257,7
Jonny Howson,NOR,4.9,,Midfielder,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 2 pts, Game vs. WBA H: 1 pts, Game vs. MCI A: 2 pts]",,,287,2.41662600978,7
Dieumerci Mbokani,NOR,5.7,Illness - 50% chance of playing,Forward,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 6 pts, Game vs. WBA H: 2 pts, Game vs. MCI A: 0 pts]",50.0,50.0,581,2.41018991225,7
Federico Fernández,SWA,5.0,,Defender,NOR-A BOU-H LIV-A,"[Game vs. STK H: 2 pts, Game vs. AVL A: 2 pts, Game vs. ARS H: 1 pts]",,,404,2.40893830737,7
Adrián San Miguel del Castillo,WHU,5.0,,Goalkeeper,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 2 pts, Game vs. CHE H: 2 pts, Game vs. WAT A: 2 pts]",100.0,100.0,465,2.40027758823,7
Glenn Murray,BOU,5.6,,Forward,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 6 pts, Game vs. TOT H: 2 pts, Game vs. SOU A: 1 pts]",100.0,100.0,123,2.38996658364,7
Saido Berahino,WBA,6.2,,Forward,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 9 pts, Game vs. NOR A: 2 pts, Game vs. LEI H: 2 pts]",100.0,100.0,462,2.35752738173,7
Bradley Guzan,AVL,4.5,,Goalkeeper,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 1 pts, Game vs. TOT A: 2 pts]",,,30,2.34667102163,7
N'Golo Kanté,LEI,5.0,,Midfielder,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 2 pts, Game vs. CRY H: 3 pts, Game vs. WBA A: 2 pts]",100.0,100.0,538,2.33127490735,7
Artur Boruc,BOU,4.5,Thigh injury - 75% chance of playing,Goalkeeper,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 1 pts, Game vs. SOU A: 0 pts]",75.0,75.0,55,2.32663297887,7
Dan Gosling,BOU,4.4,,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 2 pts, Game vs. TOT H: 2 pts, Game vs. SOU A: 1 pts]",,,73,2.31848504889,7
Luke Shaw,MUN,5.3,Leg injury - Unknown return date,Defender,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 0 pts]",0.0,0.0,233,2.30469174564,7
John Stones,EVE,5.5,,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 1 pts, Game vs. ARS A: 1 pts, Game vs. SUN H: 0 pts]",100.0,100.0,132,2.30392237087,7
Ramires Santos do Nascimento,CHE,5.3,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 3 pts, Game vs. WHU A: 2 pts, Game vs. LIV H: 8 pts]",,,91,2.2944955535,7
Jordan Amavi,AVL,5.0,,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 0 pts]",,,513,2.28078799376,7
Gareth Barry,EVE,4.3,,Midfielder,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 2 pts, Game vs. ARS A: -1 pts, Game vs. SUN H: 2 pts]",,,144,2.28033747208,7
Russell Martin,NOR,4.7,Suspended until 21 Nov,Defender,SWA-H CHE-A ARS-H,"[Game vs. NEW A: -1 pts, Game vs. WBA H: 2 pts, Game vs. MCI A: -2 pts]",,0.0,279,2.27557195193,7
Mousa Dembélé,TOT,5.3,,Midfielder,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 3 pts, Game vs. BOU A: 9 pts, Game vs. AVL H: 9 pts]",100.0,100.0,336,2.26609585179,7
Wes Morgan,LEI,4.4,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 1 pts, Game vs. CRY H: 6 pts, Game vs. WBA A: 1 pts]",100.0,100.0,154,2.26223711592,7
Billy Jones,SUN,4.4,,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 15 pts, Game vs. EVE A: -1 pts]",100.0,100.0,378,2.25849819155,7
Marc Pugh,BOU,4.8,,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 1 pts, Game vs. TOT H: 2 pts, Game vs. SOU A: 1 pts]",,,68,2.22757595798,7
Andrew Surman,BOU,4.3,,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 2 pts, Game vs. TOT H: 2 pts, Game vs. SOU A: 2 pts]",,,69,2.22757595798,7
Aleksandar Mitrovic,NEW,6.2,,Forward,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 6 pts, Game vs. SUN A: 2 pts, Game vs. STK H: 1 pts]",100.0,100.0,517,2.22565701316,7
Winston Reid,WHU,5.0,Back injury - 75% chance of playing,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 0 pts, Game vs. CHE H: 0 pts, Game vs. WAT A: 0 pts]",75.0,75.0,469,2.22296714838,7
Gabriel Armando de Abreu,ARS,4.8,,Defender,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 0 pts, Game vs. EVE H: 2 pts, Game vs. SWA A: 0 pts]",100.0,100.0,6,2.20389849926,7
Nemanja Matic,CHE,4.8,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 1 pts, Game vs. WHU A: -2 pts, Game vs. LIV H: 0 pts]",100.0,100.0,92,2.20358646259,7
James Morrison,WBA,4.8,,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 0 pts, Game vs. NOR A: 0 pts, Game vs. LEI H: 1 pts]",50.0,100.0,456,2.20193838037,7
Francis Coquelin,ARS,4.4,,Midfielder,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 3 pts, Game vs. EVE H: 1 pts, Game vs. SWA A: 3 pts]",100.0,100.0,24,2.19483423184,7
Nacer Chadli,TOT,6.7,Ankle injury - Expected back 05 Dec,Midfielder,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 1 pts, Game vs. BOU A: 0 pts, Game vs. AVL H: 0 pts]",0.0,0.0,338,2.17518676088,7
Diafra Sakho,WHU,6.6,Thigh injury - 75% chance of playing,Forward,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 2 pts, Game vs. CHE H: 2 pts, Game vs. WAT A: 0 pts]",100.0,75.0,485,2.17504214498,7
Alberto Moreno,LIV,4.8,,Defender,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 6 pts, Game vs. SOU H: 2 pts, Game vs. CHE A: 2 pts]",,,184,2.15967135755,6
Glenn Whelan,STK,4.4,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 3 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 3 pts]",,,364,2.15641240188,6
Kyle Walker,TOT,5.0,,Defender,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 6 pts, Game vs. BOU A: 2 pts, Game vs. AVL H: 2 pts]",,,327,2.13972655569,6
Papiss Demba Cissé,NEW,6.3,,Forward,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",100.0,100.0,271,2.13474792225,6
Erik Pieters,STK,4.9,,Defender,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 5 pts, Game vs. WAT H: 0 pts, Game vs. NEW A: 7 pts]",100.0,100.0,358,2.13442338895,6
Rudy Gestede,AVL,5.8,,Forward,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 2 pts, Game vs. SWA H: 2 pts, Game vs. TOT A: 1 pts]",,,531,2.1288815277,6
Brendan Galloway,EVE,4.5,,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 1 pts, Game vs. ARS A: 1 pts, Game vs. SUN H: 0 pts]",100.0,100.0,134,2.12210418905,6
Xherdan Shaqiri,STK,6.7,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 2 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 3 pts]",100.0,100.0,552,2.10898096838,6
Micah Richards,AVL,4.5,Knock - 75% chance of playing,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 0 pts]",75.0,75.0,42,2.09896981194,6
Jermain Defoe,SUN,5.3,,Forward,SOU-H CRY-A STK-H,"[Game vs. WBA A: 1 pts, Game vs. NEW H: 1 pts, Game vs. EVE A: 5 pts]",100.0,100.0,392,2.0901197609,6
Robert Huth,LEI,4.4,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 1 pts, Game vs. CRY H: 7 pts, Game vs. WBA A: 0 pts]",,,162,2.0804189341,6
Ritchie de Laet,LEI,4.5,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 0 pts, Game vs. CRY H: 0 pts, Game vs. WBA A: 0 pts]",,,159,2.0804189341,6
Sebastian Prödl,WAT,4.5,,Defender,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 1 pts, Game vs. STK A: 0 pts, Game vs. WHU H: 0 pts]",,,426,2.07502252699,6
Jose Luis Mato Sanmartín,STK,5.6,,Forward,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 2 pts, Game vs. WAT H: 2 pts, Game vs. NEW A: 0 pts]",,,373,2.06206008917,6
José Manuel Jurado Marín,WAT,5.4,Hamstring injury - 75% chance of playing,Midfielder,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 0 pts, Game vs. STK A: 0 pts, Game vs. WHU H: 0 pts]",75.0,75.0,520,2.05066042758,6
Marcos Rojo,MUN,5.4,,Defender,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 8 pts, Game vs. MCI H: 6 pts, Game vs. CRY A: 8 pts]",100.0,100.0,235,2.03196447291,6
Victor Moses,WHU,5.3,,Midfielder,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 5 pts, Game vs. CHE H: 0 pts, Game vs. WAT A: 1 pts]",100.0,100.0,96,2.02927363986,6
Scott Sinclair,AVL,4.7,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 0 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 2 pts]",,,48,2.00049111987,6
Heung-Min Son,TOT,7.9,Foot injury - Unknown return date,Forward,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 0 pts, Game vs. BOU A: 0 pts, Game vs. AVL H: 0 pts]",0.0,0.0,570,1.99158660123,6
Tim Krul,NEW,4.4,Knee injury - Unknown return date,Goalkeeper,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",0.0,0.0,252,1.98298453205,6
Joseph Gomez,LIV,4.5,Knee injury - Unknown return date,Defender,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 0 pts, Game vs. SOU H: 0 pts, Game vs. CHE A: 0 pts]",0.0,0.0,515,1.97785317573,6
Shinji Okazaki,LEI,5.8,,Forward,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 1 pts, Game vs. CRY H: 1 pts, Game vs. WBA A: 1 pts]",,,174,1.97489438384,6
Vurnon Anita,NEW,4.4,,Midfielder,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 3 pts]",100.0,100.0,263,1.95247393577,6
Seamus Coleman,EVE,5.9,,Defender,WHU-A AVL-H BOU-A,"[Game vs. MUN H: 0 pts, Game vs. ARS A: 1 pts, Game vs. SUN H: 1 pts]",50.0,100.0,130,1.94028600723,6
Danny Simpson,LEI,3.9,,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 1 pts, Game vs. CRY H: 7 pts, Game vs. WBA A: 1 pts]",,,160,1.89860075228,6
Dejan Lovren,LIV,4.9,,Defender,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 0 pts, Game vs. SOU H: 0 pts, Game vs. CHE A: 1 pts]",100.0,100.0,182,1.88694408482,6
Ben Watson,WAT,4.3,,Midfielder,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 2 pts, Game vs. STK A: 3 pts, Game vs. WHU H: 3 pts]",,,435,1.86884224577,6
Geoff Cameron,STK,4.5,Thigh injury - Expected back 07 Nov,Defender,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 7 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 0 pts]",0.0,0.0,357,1.86169611623,6
Carl Jenkinson,WHU,5.0,,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 8 pts, Game vs. CHE H: 2 pts, Game vs. WAT A: 1 pts]",100.0,100.0,10,1.85933078474,6
Per Mertesacker,ARS,5.3,,Defender,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 5 pts, Game vs. EVE H: 0 pts, Game vs. SWA A: 6 pts]",100.0,100.0,5,1.84026213563,6
Chancel Mbemba,NEW,5.0,,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 7 pts]",,,532,1.83258272386,5
Gary Cahill,CHE,6.3,,Defender,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 7 pts, Game vs. LIV H: 1 pts]",100.0,100.0,81,1.83155237265,5
Alex Oxlade-Chamberlain,ARS,5.6,Hamstring injury - Expected back 21 Nov,Midfielder,TOT-H WBA-A NOR-A,"[Game vs. WAT A: 1 pts, Game vs. EVE H: 2 pts, Game vs. SWA A: 0 pts]",0.0,0.0,19,1.83119786821,5
Bastian Schweinsteiger,MUN,6.6,,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 2 pts, Game vs. MCI H: 3 pts, Game vs. CRY A: 3 pts]",100.0,100.0,496,1.82503326621,5
Dwight Gayle,CRY,5.1,,Forward,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 1 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 1 pts]",100.0,100.0,124,1.82258251076,5
Christian Fuchs,LEI,4.7,Knock - 75% chance of playing,Defender,WAT-H NEW-A MUN-H,"[Game vs. SOU A: 1 pts, Game vs. CRY H: 9 pts, Game vs. WBA A: 0 pts]",100.0,75.0,155,1.80769166137,5
James Ward-Prowse,SOU,5.7,,Midfielder,SUN-A STK-H MCI-A,"[Game vs. LEI H: 2 pts, Game vs. LIV A: 1 pts, Game vs. BOU H: 1 pts]",,,310,1.80194304431,5
John Ruddy,NOR,4.4,,Goalkeeper,SWA-H CHE-A ARS-H,"[Game vs. NEW A: -1 pts, Game vs. WBA H: 3 pts, Game vs. MCI A: 2 pts]",,,275,1.77865318089,5
Matt Targett,SOU,4.1,,Defender,SUN-A STK-H MCI-A,"[Game vs. LEI H: 0 pts, Game vs. LIV A: 0 pts, Game vs. BOU H: 0 pts]",,,304,1.77375212364,5
Philipp Wollscheid,STK,4.3,,Defender,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 8 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 6 pts]",,,361,1.77078702532,5
Darren Randolph,WHU,4.5,,Goalkeeper,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 0 pts, Game vs. CHE H: 0 pts, Game vs. WAT A: 0 pts]",,,466,1.76391395186,5
Jonny Evans,WBA,4.8,,Defender,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 6 pts, Game vs. NOR A: 6 pts, Game vs. LEI H: 1 pts]",100.0,100.0,231,1.75817748794,5
Chris Brunt,WBA,5.2,Knock - 75% chance of playing,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 6 pts, Game vs. NOR A: 2 pts, Game vs. LEI H: 2 pts]",100.0,75.0,457,1.74739292583,5
Joleon Lescott,AVL,4.8,,Defender,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 1 pts, Game vs. TOT A: 1 pts]",75.0,100.0,449,1.69281062646,5
Sylvain Distin,BOU,4.2,,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 1 pts]",,,63,1.6912155468,5
Darren Fletcher,WBA,4.4,,Midfielder,MUN-A ARS-H WHU-A,"[Game vs. SUN H: 3 pts, Game vs. NOR A: 3 pts, Game vs. LEI H: 2 pts]",100.0,100.0,453,1.65648383492,5
Nathan Aké,WAT,4.4,,Defender,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 1 pts, Game vs. STK A: 7 pts, Game vs. WHU H: 9 pts]",,,84,1.65467668461,5
Ashley Westwood,AVL,4.4,Head injury - 75% chance of playing,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 2 pts, Game vs. SWA H: 0 pts, Game vs. TOT A: 1 pts]",,75.0,49,1.63685475624,5
Lee Tomlin,BOU,4.8,,Forward,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 1 pts]",75.0,100.0,536,1.60176425942,5
Max Gradel,BOU,5.8,Knee injury - Unknown return date,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",0.0,0.0,535,1.59121232162,5
Angelo Ogbonna,WHU,4.9,,Defender,EVE-H TOT-A WBA-H,"[Game vs. CRY A: 0 pts, Game vs. CHE H: 1 pts, Game vs. WAT A: 0 pts]",100.0,100.0,502,1.58660351201,5
Oscar dos Santos Emboaba Junior,CHE,8.2,,Midfielder,STK-A NOR-H TOT-A,"[Game vs. AVL H: 0 pts, Game vs. WHU A: 0 pts, Game vs. LIV H: 2 pts]",100.0,100.0,88,1.56722282623,5
Daryl Janmaat,NEW,4.9,Knee injury - 75% chance of playing,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 4 pts, Game vs. SUN A: 1 pts, Game vs. STK H: 6 pts]",100.0,75.0,259,1.55985545113,5
Ashley Young,MUN,5.6,,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 1 pts]",100.0,100.0,242,1.55230599348,5
Connor Wickham,CRY,5.5,Calf injury - Expected back 08 Nov,Forward,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 0 pts, Game vs. MUN H: 0 pts]",0.0,0.0,391,1.54985523803,5
Younes Kaboul,SUN,4.3,Groin Injury - 50% chance of playing,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 9 pts, Game vs. EVE A: 0 pts]",50.0,50.0,326,1.53122546427,5
Victor Wanyama,SOU,4.3,Suspended until 21 Nov,Midfielder,SUN-A STK-H MCI-A,"[Game vs. LEI H: 1 pts, Game vs. LIV A: 2 pts, Game vs. BOU H: 0 pts]",100.0,0.0,311,1.52921577158,5
Ederzito Antonio Macedo Lopes,SWA,5.1,,Forward,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 1 pts, Game vs. ARS H: 1 pts]",,,420,1.52102590621,5
Marco Van Ginkel,STK,5.1,Cannot face parent club Chelsea on 7/11 due to conditions of loan deal. - Expected back 21 Nov,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 1 pts, Game vs. WAT H: 0 pts, Game vs. NEW A: 1 pts]",,0.0,500,1.52004876552,5
Tommy Elphick,BOU,4.4,Ankle injury - Expected back 26 Dec,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 0 pts, Game vs. SOU A: 0 pts]",0.0,0.0,59,1.50939736498,5
Adam Smith,BOU,4.0,,Defender,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 0 pts, Game vs. TOT H: 1 pts, Game vs. SOU A: 1 pts]",,,61,1.50939736498,5
Jack Cork,SWA,4.8,,Midfielder,NOR-A BOU-H LIV-A,"[Game vs. STK H: 1 pts, Game vs. AVL A: 1 pts, Game vs. ARS H: 0 pts]",,,406,1.50507616054,5
Maya Yoshida,SOU,4.3,,Defender,SUN-A STK-H MCI-A,"[Game vs. LEI H: 0 pts, Game vs. LIV A: 0 pts, Game vs. BOU H: 1 pts]",,,303,1.50102485091,5
Eunan O'Kane,BOU,4.3,,Midfielder,NEW-H SWA-A EVE-H,"[Game vs. MCI A: 5 pts, Game vs. TOT H: 1 pts, Game vs. SOU A: 0 pts]",,,70,1.50030323071,5
Michael Carrick,MUN,4.9,,Midfielder,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 1 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 0 pts]",100.0,100.0,241,1.46139690257,4
Matthew Jarvis,NOR,4.8,Knock - 75% chance of playing,Midfielder,SWA-H CHE-A ARS-H,"[Game vs. NEW A: 0 pts, Game vs. WBA H: 2 pts, Game vs. MCI A: 1 pts]",100.0,75.0,477,1.456431981,4
Ryan Mason,TOT,4.9,,Midfielder,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 0 pts, Game vs. BOU A: 1 pts, Game vs. AVL H: 1 pts]",100.0,100.0,345,1.44791403361,4
Charlie Adam,STK,5.7,,Midfielder,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 3 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 2 pts]",100.0,100.0,363,1.42913967461,4
Ola Toivonen,SUN,6.3,Calf injury - 50% chance of playing,Midfielder,SOU-H CRY-A STK-H,"[Game vs. WBA A: 0 pts, Game vs. NEW H: 1 pts, Game vs. EVE A: 0 pts]",50.0,50.0,571,1.42467794486,4
Sergio Romero,MUN,4.6,,Goalkeeper,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 0 pts, Game vs. CRY A: 0 pts]",,,524,1.42365183898,4
Antonio Valencia,MUN,5.2,Foot injury - Expected back 07 Nov,Defender,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 0 pts, Game vs. MCI H: 7 pts, Game vs. CRY A: 0 pts]",0.0,0.0,237,1.39560083655,4
Massadio Haidara,NEW,4.5,,Defender,BOU-A LEI-H CRY-A,"[Game vs. NOR H: 1 pts, Game vs. SUN A: 0 pts, Game vs. STK H: 0 pts]",100.0,100.0,257,1.37803726931,4
Patrick Bamford,CRY,5.4,,Forward,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 1 pts, Game vs. MUN H: 0 pts]",100.0,100.0,514,1.36803705621,4
Fraizer Campbell,CRY,5.4,,Forward,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 1 pts, Game vs. MUN H: 0 pts]",100.0,100.0,125,1.36803705621,4
Jack Grealish,AVL,5.4,,Midfielder,MCI-H EVE-A WAT-H,"[Game vs. CHE A: 1 pts, Game vs. SWA H: 2 pts, Game vs. TOT A: 2 pts]",100.0,100.0,47,1.36412748351,4
Adam Johnson,SUN,5.8,,Midfielder,SOU-H CRY-A STK-H,"[Game vs. WBA A: 1 pts, Game vs. NEW H: 8 pts, Game vs. EVE A: 2 pts]",100.0,100.0,389,1.35961661205,4
Clinton N'Jie,TOT,7.3,,Forward,ARS-A WHU-H CHE-H,"[Game vs. LIV H: 2 pts, Game vs. BOU A: 1 pts, Game vs. AVL H: 0 pts]",100.0,100.0,558,1.3398029498,4
Peter Crouch,STK,5.6,,Forward,CHE-H SOU-A SUN-A,"[Game vs. SWA A: 0 pts, Game vs. WAT H: 1 pts, Game vs. NEW A: 1 pts]",,,370,1.3347873619,4
Emre Can,LIV,5.3,,Midfielder,CRY-H MCI-A SWA-H,"[Game vs. TOT A: 3 pts, Game vs. SOU H: 2 pts, Game vs. CHE A: 1 pts]",,,193,1.33127630101,4
Valon Behrami,WAT,4.4,,Midfielder,LEI-A MUN-H AVL-A,"[Game vs. ARS H: 0 pts, Game vs. STK A: 1 pts, Game vs. WHU H: 1 pts]",100.0,100.0,501,1.32338770031,4
Ryan Bertrand,SOU,5.3,,Defender,SUN-A STK-H MCI-A,"[Game vs. LEI H: 0 pts, Game vs. LIV A: 2 pts, Game vs. BOU H: 11 pts]",100.0,100.0,301,1.31920666909,4
Phil Jones,MUN,5.2,,Defender,WBA-H WAT-A LEI-A,"[Game vs. EVE A: 6 pts, Game vs. MCI H: 9 pts, Game vs. CRY A: 0 pts]",100.0,100.0,229,1.30469174564,4
Adrian Mariappa,CRY,3.9,,Defender,LIV-A SUN-H NEW-H,"[Game vs. WHU H: 0 pts, Game vs. LEI A: 2 pts, Game vs. MUN H: 0 pts]",,,106,1.26572516336,4
Samir Nasri,MCI,6.9,Hamstring injury - Expected back 21 Nov,Midfielder,AVL-A LIV-H SOU-H,"[Game vs. BOU H: 1 pts, Game vs. MUN A: 0 pts, Game vs. NOR H: 0 pts]",0.0,0.0,215,1.26447369156,4
John O'Shea,SUN,4.3,Hamstring injury - 50% chance of playing,Defender,SOU-H CRY-A STK-H,"[Game vs. WBA A: 2 pts, Game vs. NEW H: 1 pts, Game vs. EVE A: 0 pts]",50.0,50.0,376,1.25849819155,4
